url	page	country_code	region_name	report_date	type	row	col	sub_region_name	category	baseline_comparison	group	trend	date
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	0.13523146063049904	2020-03-08
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	0.05011921137053065	2020-03-09
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.11427317804911108	2020-03-10
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.016312076970068045	2020-03-11
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	0.021687711175235647	2020-03-12
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.08228773699586193	2020-03-13
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.1537309901359446	2020-03-14
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.07682014388157316	2020-03-15
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.176057004242067	2020-03-16
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.20612879303897882	2020-03-17
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.14653199609124046	2020-03-18
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.08966899570064779	2020-03-19
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.12092541811604947	2020-03-20
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.09067139132737814	2020-03-21
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.10807656629697483	2020-03-22
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.2717399370787691	2020-03-23
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3019028515386419	2020-03-24
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.32842068614343983	2020-03-25
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.23219099932897194	2020-03-26
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3010827072378335	2020-03-27
